# temperatura, humedad relativa, hora -> hcb
(-5, 70, 13) -> 10
(-5, 70, 14) -> 10
(-5, 70, 15) -> 10
(-5, 70, 16) -> 10
(-5, 70, 17) -> 10
(-5, 70, 18) -> 10
(-5, 70, 19) -> 10
(-5, 70, 20) -> 10
(-5, 70, 21) -> 10
(-5, 70, 22) -> 10
(-5, 70, 23) -> 10
(-5, 75, 0) -> 11
(-5, 75, 1) -> 11
(-5, 75, 2) -> 11
(-5, 75, 3) -> 11
(-5, 75, 4) -> 11
(-5, 75, 5) -> 11
(-5, 75, 6) -> 11
(-5, 75, 7) -> 11
(-5, 75, 8) -> 11
(-5, 75, 9) -> 11
(-5, 75, 10) -> 11
(-5, 75, 11) -> 11
(-5, 75, 12) -> 11
(-5, 75, 13) -> 11
(-5, 75, 14) -> 11
(-5, 75, 15) -> 11
(-5, 75, 16) -> 11
(-5, 75, 17) -> 11
(-5, 75, 18) -> 11
(-5, 75, 19) -> 11
(-5, 75, 20) -> 11
(-5, 75, 21) -> 11
(-5, 75, 22) -> 11
(-5, 75, 23) -> 11
(-5, 80, 0) -> 12
(-5, 80, 1) -> 12
(-5, 80, 2) -> 12
(-5, 80, 3) -> 12
(-5, 80, 4) -> 12
(-5, 80, 5) -> 12
(-5, 80, 6) -> 12
(-5, 80, 7) -> 12
(-5, 80, 8) -> 12
(-5, 80, 9) -> 12
(-5, 80, 10) -> 12
(-5, 80, 11) -> 12
(-5, 80, 12) -> 12
(-5, 80, 13) -> 12
(-5, 80, 14) -> 12
(-5, 80, 15) -> 12
(-5, 80, 16) -> 12
(-5, 80, 17) -> 12
(-5, 80, 18) -> 12
(-5, 80, 19) -> 12
(-5, 80, 20) -> 12
(-5, 80, 21) -> 12
(-5, 80, 22) -> 12
(-5, 80, 23) -> 12
(-5, 85, 0) -> 12
(-5, 85, 1) -> 12
(-5, 85, 2) -> 12
(-5, 85, 3) -> 12
(-5, 85, 4) -> 12
(-5, 85, 5) -> 12
(-5, 85, 6) -> 12
(-5, 85, 7) -> 12
(-5, 85, 8) -> 12
(-5, 85, 9) -> 12
(-5, 85, 10) -> 12
(-5, 85, 11) -> 12
(-5, 85, 12) -> 12
(-5, 85, 13) -> 12
(-5, 85, 14) -> 12
(-5, 85, 15) -> 12
(-5, 85, 16) -> 12
(-5, 85, 17) -> 12
(-5, 85, 18) -> 12
(-5, 85, 19) -> 12
(-5, 85, 20) -> 12
(-5, 85, 21) -> 12
(-5, 85, 22) -> 12
(-5, 85, 23) -> 12
(-5, 90, 0) -> 13
(-5, 90, 1) -> 13
(-5, 90, 2) -> 13
(-5, 90, 3) -> 13
(-5, 90, 4) -> 13
(-5, 90, 5) -> 13
(-5, 90, 6) -> 13
(-5, 90, 7) -> 13
(-5, 90, 8) -> 13
(-5, 90, 9) -> 13
(-5, 90, 10) -> 13
(-5, 90, 11) -> 13
(-5, 90, 12) -> 13
(-5, 90, 13) -> 13
(-5, 90, 14) -> 13
(-5, 90, 15) -> 13
(-5, 90, 16) -> 13
(-5, 90, 17) -> 13
(-5, 90, 18) -> 13
(-5, 90, 19) -> 13
(-5, 90, 20) -> 13
(-5, 90, 21) -> 13
(-5, 90, 22) -> 13
(-5, 90, 23) -> 13
(-5, 95, 0) -> 13
(-5, 95, 1) -> 13
(-5, 95, 2) -> 13
(-5, 95, 3) -> 13
(-5, 95, 4) -> 13
(-5, 95, 5) -> 13
(-5, 95, 6) -> 13
(-5, 95, 7) -> 13
(-5, 95, 8) -> 13
(-5, 95, 9) -> 13
(-5, 95, 10) -> 13
(-5, 95, 11) -> 13
(-5, 95, 12) -> 13
(-5, 95, 13) -> 13
(-5, 95, 14) -> 13
(-5, 95, 15) -> 13
(-5, 95, 16) -> 13
(-5, 95, 17) -> 13
(-5, 95, 18) -> 13
(-5, 95, 19) -> 13
(-5, 95, 20) -> 13
(-5, 95, 21) -> 13
(-5, 95, 22) -> 13
(-5, 95, 23) -> 13
(-5, 100, 0) -> 14
(-5, 100, 1) -> 14
(-5, 100, 2) -> 14
(-5, 100, 3) -> 14
(-5, 100, 4) -> 14
(-5, 100, 5) -> 14
(-5, 100, 6) -> 14
(-5, 100, 7) -> 14
(-5, 100, 8) -> 14
(-5, 100, 9) -> 14
(-5, 100, 10) -> 14
(-5, 100, 11) -> 14
(-5, 100, 12) -> 14
(-5, 100, 13) -> 14
(-5, 100, 14) -> 14
(-5, 100, 15) -> 14
(-5, 100, 16) -> 14
(-5, 100, 17) -> 14
(-5, 100, 18) -> 14
(-5, 100, 19) -> 14
(-5, 100, 20) -> 14
(-5, 100, 21) -> 14
(-5, 100, 22) -> 14
(-5, 100, 23) -> 14
(0, 0, 0) -> 1
(0, 0, 1) -> 1
(0, 0, 2) -> 1
(0, 0, 3) -> 1
(0, 0, 4) -> 1
(0, 0, 5) -> 1
(0, 0, 6) -> 1
(0, 0, 7) -> 1
(0, 0, 8) -> 1
(0, 0, 9) -> 1
(0, 0, 10) -> 1
(0, 0, 11) -> 1
(0, 0, 12) -> 1
(0, 0, 13) -> 1
(0, 0, 14) -> 1
(0, 0, 15) -> 1
(0, 0, 16) -> 1
(0, 0, 17) -> 1
(0, 0, 18) -> 1
(0, 0, 19) -> 1
(0, 0, 20) -> 1
(0, 0, 21) -> 1
(0, 0, 22) -> 1
(0, 0, 23) -> 1
(0, 5, 0) -> 2
(0, 5, 1) -> 2
(0, 5, 2) -> 2
(0, 5, 3) -> 2
(0, 5, 4) -> 2
(0, 5, 5) -> 2
(0, 5, 6) -> 2
(0, 5, 7) -> 2
(0, 5, 8) -> 2
(0, 5, 9) -> 2
(0, 5, 10) -> 2
(0, 5, 11) -> 2
(0, 5, 12) -> 2
(0, 5, 13) -> 2
(0, 5, 14) -> 2
(0, 5, 15) -> 2
(0, 5, 16) -> 2
(0, 5, 17) -> 2
(0, 5, 18) -> 2
(0, 5, 19) -> 2
(0, 5, 20) -> 2
(0, 5, 21) -> 2
(0, 5, 22) -> 2
(0, 5, 23) -> 2
(0, 10, 0) -> 2
(0, 10, 1) -> 2
(0, 10, 2) -> 2
(0, 10, 3) -> 2
(0, 10, 4) -> 2
(0, 10, 5) -> 2
(0, 10, 6) -> 2
(0, 10, 7) -> 2
(0, 10, 8) -> 2
(0, 10, 9) -> 2
(0, 10, 10) -> 2
(0, 10, 11) -> 2
(0, 10, 12) -> 2
(0, 10, 13) -> 2
(0, 10, 14) -> 2
(0, 10, 15) -> 2
(0, 10, 16) -> 2
(0, 10, 17) -> 2
(0, 10, 18) -> 2
(0, 10, 19) -> 2
(0, 10, 20) -> 2
(0, 10, 21) -> 2
(0, 10, 22) -> 2
(0, 10, 23) -> 2
(0, 15, 0) -> 3
(0, 15, 1) -> 3
(0, 15, 2) -> 3
(0, 15, 3) -> 3
(0, 15, 4) -> 3
(0, 15, 5) -> 3
(0, 15, 6) -> 3
(0, 15, 7) -> 3
(0, 15, 8) -> 3
(0, 15, 9) -> 3
(0, 15, 10) -> 3
(0, 15, 11) -> 3
(0, 15, 12) -> 3
(0, 15, 13) -> 3
(0, 15, 14) -> 3
(0, 15, 15) -> 3
(0, 15, 16) -> 3
(0, 15, 17) -> 3
(0, 15, 18) -> 3
(0, 15, 19) -> 3
(0, 15, 20) -> 3
(0, 15, 21) -> 3
(0, 15, 22) -> 3
(0, 15, 23) -> 3
(0, 20, 0) -> 4
(0, 20, 1) -> 4
(0, 20, 2) -> 4
(0, 20, 3) -> 4
(0, 20, 4) -> 4
(0, 20, 5) -> 4
(0, 20, 6) -> 4
(0, 20, 7) -> 4
(0, 20, 8) -> 4
(0, 20, 9) -> 4
(0, 20, 10) -> 4
(0, 20, 11) -> 4
(0, 20, 12) -> 4
(0, 20, 13) -> 4
(0, 20, 14) -> 4
(0, 20, 15) -> 4
(0, 20, 16) -> 4
(0, 20, 17) -> 4
(0, 20, 18) -> 4
(0, 20, 19) -> 4
(0, 20, 20) -> 4
(0, 20, 21) -> 4
(0, 20, 22) -> 4
(0, 20, 23) -> 4
(0, 25, 0) -> 5
(0, 25, 1) -> 5
(0, 25, 2) -> 5
(0, 25, 3) -> 5
(0, 25, 4) -> 5
(0, 25, 5) -> 5
(0, 25, 6) -> 5
(0, 25, 7) -> 5
(0, 25, 8) -> 5
(0, 25, 9) -> 5
(0, 25, 10) -> 5
(0, 25, 11) -> 5
(0, 25, 12) -> 5
(0, 25, 13) -> 5
(0, 25, 14) -> 5
(0, 25, 15) -> 5
(0, 25, 16) -> 5
(0, 25, 17) -> 5
(0, 25, 18) -> 5
(0, 25, 19) -> 5
(0, 25, 20) -> 5
(0, 25, 21) -> 5
(0, 25, 22) -> 5
(0, 25, 23) -> 5
(0, 30, 0) -> 5
(0, 30, 1) -> 5
(0, 30, 2) -> 5
(0, 30, 3) -> 5
(0, 30, 4) -> 5
(0, 30, 5) -> 5
(0, 30, 6) -> 5
(0, 30, 7) -> 5
(0, 30, 8) -> 5
(0, 30, 9) -> 5
(0, 30, 10) -> 5
(0, 30, 11) -> 5
(0, 30, 12) -> 5
(0, 30, 13) -> 5
(0, 30, 14) -> 5
(0, 30, 15) -> 5
(0, 30, 16) -> 5
(0, 30, 17) -> 5
(0, 30, 18) -> 5
(0, 30, 19) -> 5
(0, 30, 20) -> 5
(0, 30, 21) -> 5
(0, 30, 22) -> 5
(0, 30, 23) -> 5
(0, 35, 0) -> 6
(0, 35, 1) -> 6
(0, 35, 2) -> 6
(0, 35, 3) -> 6
(0, 35, 4) -> 6
(0, 35, 5) -> 6
(0, 35, 6) -> 6
(0, 35, 7) -> 6
(0, 35, 8) -> 6
(0, 35, 9) -> 6
(0, 35, 10) -> 6
(0, 35, 11) -> 6
(0, 35, 12) -> 6
(0, 35, 13) -> 6
(0, 35, 14) -> 6
(0, 35, 15) -> 6
(0, 35, 16) -> 6
(0, 35, 17) -> 6
(0, 35, 18) -> 6
(0, 35, 19) -> 6
(0, 35, 20) -> 6
(0, 35, 21) -> 6
(0, 35, 22) -> 6
(0, 35, 23) -> 6
(0, 40, 0) -> 7
(0, 40, 1) -> 7
(0, 40, 2) -> 7
(0, 40, 3) -> 7
(0, 40, 4) -> 7
(0, 40, 5) -> 7
(0, 40, 6) -> 7
(0, 40, 7) -> 7
(0, 40, 8) -> 7
(0, 40, 9) -> 7
(0, 40, 10) -> 7
(0, 40, 11) -> 7
(0, 40, 12) -> 7
(0, 40, 13) -> 7
(0, 40, 14) -> 7
(0, 40, 15) -> 7
(0, 40, 16) -> 7
(0, 40, 17) -> 7
(0, 40, 18) -> 7
(0, 40, 19) -> 7
(0, 40, 20) -> 7
(0, 40, 21) -> 7
(0, 40, 22) -> 7
(0, 40, 23) -> 7
(0, 45, 0) -> 7
(0, 45, 1) -> 7
(0, 45, 2) -> 7
(0, 45, 3) -> 7
(0, 45, 4) -> 7
(0, 45, 5) -> 7
(0, 45, 6) -> 7
(0, 45, 7) -> 7
(0, 45, 8) -> 7
(0, 45, 9) -> 7
(0, 45, 10) -> 7
(0, 45, 11) -> 7
(0, 45, 12) -> 7
(0, 45, 13) -> 7
(0, 45, 14) -> 7
(0, 45, 15) -> 7
(0, 45, 16) -> 7
(0, 45, 17) -> 7
(0, 45, 18) -> 7
(0, 45, 19) -> 7
(0, 45, 20) -> 7
(0, 45, 21) -> 7
(0, 45, 22) -> 7
(0, 45, 23) -> 7
(0, 50, 0) -> 7
(0, 50, 1) -> 7
(0, 50, 2) -> 7
(0, 50, 3) -> 7
(0, 50, 4) -> 7
(0, 50, 5) -> 7
(0, 50, 6) -> 7
(0, 50, 7) -> 7
(0, 50, 8) -> 7
(0, 50, 9) -> 7
(0, 50, 10) -> 7
(0, 50, 11) -> 7
(0, 50, 12) -> 7
(0, 50, 13) -> 7
(0, 50, 14) -> 7
(0, 50, 15) -> 7
(0, 50, 16) -> 7
(0, 50, 17) -> 7
(0, 50, 18) -> 7
(0, 50, 19) -> 7
(0, 50, 20) -> 7
(0, 50, 21) -> 7
(0, 50, 22) -> 7
(0, 50, 23) -> 7
(0, 55, 0) -> 8
(0, 55, 1) -> 8
(0, 55, 2) -> 8
(0, 55, 3) -> 8
(0, 55, 4) -> 8
(0, 55, 5) -> 8
(0, 55, 6) -> 8
(0, 55, 7) -> 8
(0, 55, 8) -> 8
(0, 55, 9) -> 8
(0, 55, 10) -> 8
(0, 55, 11) -> 8
(0, 55, 12) -> 8
(0, 55, 13) -> 8
(0, 55, 14) -> 8
(0, 55, 15) -> 8
(0, 55, 16) -> 8
(0, 55, 17) -> 8
(0, 55, 18) -> 8
(0, 55, 19) -> 8
(0, 55, 20) -> 8
(0, 55, 21) -> 8
(0, 55, 22) -> 8
(0, 55, 23) -> 8
(0, 60, 0) -> 9
(0, 60, 1) -> 9
(0, 60, 2) -> 9
(0, 60, 3) -> 9
(0, 60, 4) -> 9
(0, 60, 5) -> 9
(0, 60, 6) -> 9
(0, 60, 7) -> 9
(0, 60, 8) -> 9
(0, 60, 9) -> 9
(0, 60, 10) -> 9
(0, 60, 11) -> 9
(0, 60, 12) -> 9
(0, 60, 13) -> 9
(0, 60, 14) -> 9
(0, 60, 15) -> 9
(0, 60, 16) -> 9
(0, 60, 17) -> 9
(0, 60, 18) -> 9
(0, 60, 19) -> 9
(0, 60, 20) -> 9
(0, 60, 21) -> 9
(0, 60, 22) -> 9
(0, 60, 23) -> 9
(0, 65, 0) -> 9
(0, 65, 1) -> 9
(0, 65, 2) -> 9
(0, 65, 3) -> 9
(0, 65, 4) -> 9
(0, 65, 5) -> 9
(0, 65, 6) -> 9
(0, 65, 7) -> 9
(0, 65, 8) -> 9
(0, 65, 9) -> 9
(0, 65, 10) -> 9
(0, 65, 11) -> 9
(0, 65, 12) -> 9
(0, 65, 13) -> 9
(0, 65, 14) -> 9
(0, 65, 15) -> 9
(0, 65, 16) -> 9
(0, 65, 17) -> 9
(0, 65, 18) -> 9
(0, 65, 19) -> 9
(0, 65, 20) -> 9
(0, 65, 21) -> 9
(0, 65, 22) -> 9
(0, 65, 23) -> 9
(0, 70, 0) -> 10
(0, 70, 1) -> 10
(0, 70, 2) -> 10
(0, 70, 3) -> 10
(0, 70, 4) -> 10
(0, 70, 5) -> 10
(0, 70, 6) -> 10
(0, 70, 7) -> 10
(0, 70, 8) -> 10
(0, 70, 9) -> 10
(0, 70, 10) -> 10
(0, 70, 11) -> 10
(0, 70, 12) -> 10
(0, 70, 13) -> 10
(0, 70, 14) -> 10
(0, 70, 15) -> 10
(0, 70, 16) -> 10
(0, 70, 17) -> 10
(0, 70, 18) -> 10
(0, 70, 19) -> 10
(0, 70, 20) -> 10
(0, 70, 21) -> 10
(0, 70, 22) -> 10
(0, 70, 23) -> 10
(0, 75, 0) -> 10
(0, 75, 1) -> 10
(0, 75, 2) -> 10
(0, 75, 3) -> 10
(0, 75, 4) -> 10
(0, 75, 5) -> 10
(0, 75, 6) -> 10
(0, 75, 7) -> 10
(0, 75, 8) -> 10
(0, 75, 9) -> 10
(0, 75, 10) -> 10
(0, 75, 11) -> 10
(0, 75, 12) -> 10
(0, 75, 13) -> 10
(0, 75, 14) -> 10
(0, 75, 15) -> 10
(0, 75, 16) -> 10
(0, 75, 17) -> 10
(0, 75, 18) -> 10
(0, 75, 19) -> 10
(0, 75, 20) -> 10
(0, 75, 21) -> 10
(0, 75, 22) -> 10
(0, 75, 23) -> 10
(0, 80, 0) -> 11
(0, 80, 1) -> 11
(0, 80, 2) -> 11
(0, 80, 3) -> 11
(0, 80, 4) -> 11
(0, 80, 5) -> 11
(0, 80, 6) -> 11
(0, 80, 7) -> 11
(0, 80, 8) -> 11
(0, 80, 9) -> 11
(0, 80, 10) -> 11
(0, 80, 11) -> 11
(0, 80, 12) -> 11
(0, 80, 13) -> 11
(0, 80, 14) -> 11
(0, 80, 15) -> 11
(0, 80, 16) -> 11
(0, 80, 17) -> 11
(0, 80, 18) -> 11
(0, 80, 19) -> 11
(0, 80, 20) -> 11
(0, 80, 21) -> 11
(0, 80, 22) -> 11
(0, 80, 23) -> 11
(0, 85, 0) -> 12
(0, 85, 1) -> 12
(0, 85, 2) -> 12
(0, 85, 3) -> 12
(0, 85, 4) -> 12
(0, 85, 5) -> 12
(0, 85, 6) -> 12
(0, 85, 7) -> 12
(0, 85, 8) -> 12
(0, 85, 9) -> 12
(0, 85, 10) -> 12
(0, 85, 11) -> 12
(0, 85, 12) -> 12
(0, 85, 13) -> 12
(0, 85, 14) -> 12
(0, 85, 15) -> 12
(0, 85, 16) -> 12
(0, 85, 17) -> 12
(0, 85, 18) -> 12
(0, 85, 19) -> 12
(0, 85, 20) -> 12
(0, 85, 21) -> 12
(0, 85, 22) -> 12
(0, 85, 23) -> 12
(0, 90, 0) -> 13
(0, 90, 1) -> 13
(0, 90, 2) -> 13
(0, 90, 3) -> 13
(0, 90, 4) -> 13
(0, 90, 5) -> 13
(0, 90, 6) -> 13
(0, 90, 7) -> 13
(0, 90, 8) -> 13
(0, 90, 9) -> 13
(0, 90, 10) -> 13
(0, 90, 11) -> 13
(0, 90, 12) -> 13
(0, 90, 13) -> 13
(0, 90, 14) -> 13
(0, 90, 15) -> 13
(0, 90, 16) -> 13
(0, 90, 17) -> 13
(0, 90, 18) -> 13
(0, 90, 19) -> 13
(0, 90, 20) -> 13
(0, 90, 21) -> 13
(0, 90, 22) -> 13
(0, 90, 23) -> 13
(0, 95, 0) -> 13
(0, 95, 1) -> 13
(0, 95, 2) -> 13
(0, 95, 3) -> 13
(0, 95, 4) -> 13
(0, 95, 5) -> 13
(0, 95, 6) -> 13
(0, 95, 7) -> 13
(0, 95, 8) -> 13
(0, 95, 9) -> 13
(0, 95, 10) -> 13
(0, 95, 11) -> 13
(0, 95, 12) -> 13
(0, 95, 13) -> 13
(0, 95, 14) -> 13
(0, 95, 15) -> 13
(0, 95, 16) -> 13
(0, 95, 17) -> 13
(0, 95, 18) -> 13
(0, 95, 19) -> 13
(0, 95, 20) -> 13
(0, 95, 21) -> 13
(0, 95, 22) -> 13
(0, 95, 23) -> 13
(0, 100, 0) -> 13
(0, 100, 1) -> 13
(0, 100, 2) -> 13
(0, 100, 3) -> 13
(0, 100, 4) -> 13
(0, 100, 5) -> 13
(0, 100, 6) -> 13
(0, 100, 7) -> 13
(0, 100, 8) -> 13
(0, 100, 9) -> 13
(0, 100, 10) -> 13
(0, 100, 11) -> 13
(0, 100, 12) -> 13
(0, 100, 13) -> 13
(0, 100, 14) -> 13
(0, 100, 15) -> 13
(0, 100, 16) -> 13
(0, 100, 17) -> 13
(0, 100, 18) -> 13
(0, 100, 19) -> 13
(0, 100, 20) -> 13
(0, 100, 21) -> 13
(0, 100, 22) -> 13
(0, 100, 23) -> 13
(5, 0, 0) -> 1
(5, 0, 1) -> 1
(5, 0, 2) -> 1
(5, 0, 3) -> 1
(5, 0, 4) -> 1
(5, 0, 5) -> 1
(5, 0, 6) -> 1
(5, 0, 7) -> 1
(5, 0, 8) -> 1
(5, 0, 9) -> 1
(5, 0, 10) -> 1
(5, 0, 11) -> 1
(5, 0, 12) -> 1
(5, 0, 13) -> 1
(5, 0, 14) -> 1
(5, 0, 15) -> 1
(5, 0, 16) -> 1
(5, 0, 17) -> 1
(5, 0, 18) -> 1
(5, 0, 19) -> 1
(5, 0, 20) -> 1
(5, 0, 21) -> 1
(5, 0, 22) -> 1
(5, 0, 23) -> 1
(5, 5, 0) -> 2
(5, 5, 1) -> 2
(5, 5, 2) -> 2
(5, 5, 3) -> 2
(5, 5, 4) -> 2
(5, 5, 5) -> 2
(5, 5, 6) -> 2
(5, 5, 7) -> 2
(5, 5, 8) -> 2
(5, 5, 9) -> 2
(5, 5, 10) -> 2
(5, 5, 11) -> 2
(5, 5, 12) -> 2
(5, 5, 13) -> 2
(5, 5, 14) -> 2
(5, 5, 15) -> 2
(5, 5, 16) -> 2
(5, 5, 17) -> 2
(5, 5, 18) -> 2
(5, 5, 19) -> 2
(5, 5, 20) -> 2
(5, 5, 21) -> 2
(5, 5, 22) -> 2
(5, 5, 23) -> 2
(5, 10, 0) -> 2
(5, 10, 1) -> 2
(5, 10, 2) -> 2
(5, 10, 3) -> 2
(5, 10, 4) -> 2
(5, 10, 5) -> 2
(5, 10, 6) -> 2
(5, 10, 7) -> 2
(5, 10, 8) -> 2
(5, 10, 9) -> 2
(5, 10, 10) -> 2
(5, 10, 11) -> 2
(5, 10, 12) -> 2
(5, 10, 13) -> 2
(5, 10, 14) -> 2
(5, 10, 15) -> 2
(5, 10, 16) -> 2
(5, 10, 17) -> 2
(5, 10, 18) -> 2
(5, 10, 19) -> 2
(5, 10, 20) -> 2
(5, 10, 21) -> 2
(5, 10, 22) -> 2
(5, 10, 23) -> 2
(5, 15, 0) -> 3
(5, 15, 1) -> 3
(5, 15, 2) -> 3
(5, 15, 3) -> 3
(5, 15, 4) -> 3
(5, 15, 5) -> 3
(5, 15, 6) -> 3
(5, 15, 7) -> 3
(5, 15, 8) -> 3
(5, 15, 9) -> 3
(5, 15, 10) -> 3
(5, 15, 11) -> 3
(5, 15, 12) -> 3
(5, 15, 13) -> 3
(5, 15, 14) -> 3
(5, 15, 15) -> 3
(5, 15, 16) -> 3
(5, 15, 17) -> 3
(5, 15, 18) -> 3
(5, 15, 19) -> 3
(5, 15, 20) -> 3
(5, 15, 21) -> 3
(5, 15, 22) -> 3
(5, 15, 23) -> 3
(5, 20, 0) -> 4
(5, 20, 1) -> 4
(5, 20, 2) -> 4
(5, 20, 3) -> 4
(5, 20, 4) -> 4
(5, 20, 5) -> 4
(5, 20, 6) -> 4
(5, 20, 7) -> 4
(5, 20, 8) -> 4
(5, 20, 9) -> 4
(5, 20, 10) -> 4
(5, 20, 11) -> 4
(5, 20, 12) -> 4
(5, 20, 13) -> 4
(5, 20, 14) -> 4
(5, 20, 15) -> 4
(5, 20, 16) -> 4
(5, 20, 17) -> 4
(5, 20, 18) -> 4
(5, 20, 19) -> 4
(5, 20, 20) -> 4
(5, 20, 21) -> 4
(5, 20, 22) -> 4
(5, 20, 23) -> 4
(5, 25, 0) -> 5
(5, 25, 1) -> 5
(5, 25, 2) -> 5
(5, 25, 3) -> 5
(5, 25, 4) -> 5
(5, 25, 5) -> 5
(5, 25, 6) -> 5
(5, 25, 7) -> 5
(5, 25, 8) -> 5
(5, 25, 9) -> 5
(5, 25, 10) -> 5
(5, 25, 11) -> 5
(5, 25, 12) -> 5
(5, 25, 13) -> 5
(5, 25, 14) -> 5
(5, 25, 15) -> 5
(5, 25, 16) -> 5
(5, 25, 17) -> 5
(5, 25, 18) -> 5
(5, 25, 19) -> 5
(5, 25, 20) -> 5
(5, 25, 21) -> 5
(5, 25, 22) -> 5
(5, 25, 23) -> 5
(5, 30, 0) -> 5
(5, 30, 1) -> 5
(5, 30, 2) -> 5
(5, 30, 3) -> 5
(5, 30, 4) -> 5
(5, 30, 5) -> 5
(5, 30, 6) -> 5
(5, 30, 7) -> 5
(5, 30, 8) -> 5
(5, 30, 9) -> 5
(5, 30, 10) -> 5
(5, 30, 11) -> 5
(5, 30, 12) -> 5
(5, 30, 13) -> 5
(5, 30, 14) -> 5
(5, 30, 15) -> 5
(5, 30, 16) -> 5
(5, 30, 17) -> 5
(5, 30, 18) -> 5
(5, 30, 19) -> 5
(5, 30, 20) -> 5
(5, 30, 21) -> 5
(5, 30, 22) -> 5
(5, 30, 23) -> 5
(5, 35, 0) -> 6
(5, 35, 1) -> 6
(5, 35, 2) -> 6
(5, 35, 3) -> 6
(5, 35, 4) -> 6
(5, 35, 5) -> 6
(5, 35, 6) -> 6
(5, 35, 7) -> 6
(5, 35, 8) -> 6
(5, 35, 9) -> 6
(5, 35, 10) -> 6
(5, 35, 11) -> 6
(5, 35, 12) -> 6
(5, 35, 13) -> 6
(5, 35, 14) -> 6
(5, 35, 15) -> 6
(5, 35, 16) -> 6
(5, 35, 17) -> 6
(5, 35, 18) -> 6
(5, 35, 19) -> 6
(5, 35, 20) -> 6
(5, 35, 21) -> 6
(5, 35, 22) -> 6
(5, 35, 23) -> 6
(5, 40, 0) -> 7
(5, 40, 1) -> 7
(5, 40, 2) -> 7
(5, 40, 3) -> 7
(5, 40, 4) -> 7
(5, 40, 5) -> 7
(5, 40, 6) -> 7
(5, 40, 7) -> 7
(5, 40, 8) -> 7
(5, 40, 9) -> 7
(5, 40, 10) -> 7
(5, 40, 11) -> 7
(5, 40, 12) -> 7
(5, 40, 13) -> 7
(5, 40, 14) -> 7
(5, 40, 15) -> 7
(5, 40, 16) -> 7
(5, 40, 17) -> 7
(5, 40, 18) -> 7
(5, 40, 19) -> 7
(5, 40, 20) -> 7
(5, 40, 21) -> 7
(5, 40, 22) -> 7
(5, 40, 23) -> 7
(5, 45, 0) -> 7
(5, 45, 1) -> 7
(5, 45, 2) -> 7
(5, 45, 3) -> 7
(5, 45, 4) -> 7
(5, 45, 5) -> 7
(5, 45, 6) -> 7
(5, 45, 7) -> 7
(5, 45, 8) -> 7
(5, 45, 9) -> 7
(5, 45, 10) -> 7
(5, 45, 11) -> 7
(5, 45, 12) -> 7
(5, 45, 13) -> 7
(5, 45, 14) -> 7
(5, 45, 15) -> 7
(5, 45, 16) -> 7
(5, 45, 17) -> 7
(5, 45, 18) -> 7
(5, 45, 19) -> 7
(5, 45, 20) -> 7
(5, 45, 21) -> 7
(5, 45, 22) -> 7
(5, 45, 23) -> 7
(5, 50, 0) -> 7
(5, 50, 1) -> 7
(5, 50, 2) -> 7
(5, 50, 3) -> 7
(5, 50, 4) -> 7
(5, 50, 5) -> 7
(5, 50, 6) -> 7
(5, 50, 7) -> 7
(5, 50, 8) -> 7
(5, 50, 9) -> 7
(5, 50, 10) -> 7
(5, 50, 11) -> 7
(5, 50, 12) -> 7
(5, 50, 13) -> 7
(5, 50, 14) -> 7
(5, 50, 15) -> 7
(5, 50, 16) -> 7
(5, 50, 17) -> 7
(5, 50, 18) -> 7
(5, 50, 19) -> 7
(5, 50, 20) -> 7
(5, 50, 21) -> 7
(5, 50, 22) -> 7
(5, 50, 23) -> 7
(5, 55, 0) -> 8
(5, 55, 1) -> 8
(5, 55, 2) -> 8
(5, 55, 3) -> 8
(5, 55, 4) -> 8
(5, 55, 5) -> 8
(5, 55, 6) -> 8
(5, 55, 7) -> 8
(5, 55, 8) -> 8
(5, 55, 9) -> 8
(5, 55, 10) -> 8
(5, 55, 11) -> 8
(5, 55, 12) -> 8
(5, 55, 13) -> 8
(5, 55, 14) -> 8
(5, 55, 15) -> 8
(5, 55, 16) -> 8
(5, 55, 17) -> 8
(5, 55, 18) -> 8
(5, 55, 19) -> 8
(5, 55, 20) -> 8
(5, 55, 21) -> 8
(5, 55, 22) -> 8
(5, 55, 23) -> 8
(5, 60, 0) -> 9
(5, 60, 1) -> 9
(5, 60, 2) -> 9
(5, 60, 3) -> 9
(5, 60, 4) -> 9
(5, 60, 5) -> 9
(5, 60, 6) -> 9
(5, 60, 7) -> 9
(5, 60, 8) -> 9
(5, 60, 9) -> 9
(5, 60, 10) -> 9
(5, 60, 11) -> 9
(5, 60, 12) -> 9
(5, 60, 13) -> 9
(5, 60, 14) -> 9
(5, 60, 15) -> 9
(5, 60, 16) -> 9
(5, 60, 17) -> 9
(5, 60, 18) -> 9
(5, 60, 19) -> 9
(5, 60, 20) -> 9
(5, 60, 21) -> 9
(5, 60, 22) -> 9
(5, 60, 23) -> 9
(5, 65, 0) -> 9
(5, 65, 1) -> 9
(5, 65, 2) -> 9
(5, 65, 3) -> 9
(5, 65, 4) -> 9
(5, 65, 5) -> 9
(5, 65, 6) -> 9
(5, 65, 7) -> 9
(5, 65, 8) -> 9
(5, 65, 9) -> 9
(5, 65, 10) -> 9
(5, 65, 11) -> 9
(5, 65, 12) -> 9
(5, 65, 13) -> 9
(5, 65, 14) -> 9
(5, 65, 15) -> 9
